Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,street,type,district,area_comfort
30970.0,1.0,1106.0,12.0,13.0,2013.0,28.0,13.0,5.0,Петропавлівська,площа,Оболонський,10.0
30970.0,1.0,1106.0,12.0,13.0,2013.0,28.0,13.0,5.0,Петропавлівська,вулиця,Подільський,10.0
30970.0,1.0,1106.0,12.0,13.0,2013.0,28.0,13.0,5.0,Петропавлівська,площа,Оболонський,10.0
30970.0,1.0,1106.0,12.0,13.0,2013.0,28.0,13.0,5.0,Петропавлівська,вулиця,Подільський,10.0
30970.0,1.0,1106.0,12.0,13.0,2013.0,28.0,13.0,5.0,Петропавлівська,площа,Оболонський,10.0
30970.0,1.0,1106.0,12.0,13.0,2013.0,28.0,13.0,5.0,Петропавлівська,вулиця,Подільський,10.0
82000.0,2.0,1281.0,18.0,26.0,2010.0,64.0,37.0,14.0,Дніпровська,вулиця,Оболонський,13.0
135000.0,2.0,2077.0,16.0,23.0,2012.0,65.0,25.0,18.0,Дніпровська,вулиця,Оболонський,22.0
84000.0,2.0,1273.0,6.0,26.0,2010.0,66.0,37.0,18.0,Дніпровська,вулиця,Оболонський,11.0
82000.0,2.0,1281.0,18.0,26.0,2010.0,64.0,37.0,14.0,Дніпровська,вулиця,Оболонський,13.0
135000.0,2.0,2077.0,16.0,23.0,2012.0,65.0,25.0,18.0,Дніпровська,вулиця,Оболонський,22.0
84000.0,2.0,1273.0,6.0,26.0,2010.0,66.0,37.0,18.0,Дніпровська,вулиця,Оболонський,11.0
42654.8,1.0,1375.9,8.0,19.0,2010.0,31.0,37.0,14.0,Дніпровська,вулиця,Оболонський,-20.0
60000.0,1.0,1463.0,2.0,26.0,2010.0,41.0,37.0,14.0,Дніпровська,вулиця,Оболонський,-10.0
900000.0,4.0,3600.0,23.0,24.0,2012.0,250.0,37.0,14.0,Дніпровська,вулиця,Оболонський,199.0
85000.0,2.0,1328.0,4.0,24.0,2010.0,64.0,30.0,20.0,Дніпровська,вулиця,Оболонський,14.0
117000.0,3.0,1401.0,14.0,26.0,2010.0,68.5,37.0,14.0,Дніпровська,вулиця,Оболонський,17.5
135000.0,1.0,1552.0,15.0,22.0,2012.0,87.0,15.0,40.0,Дніпровська,вулиця,Оболонський,32.0
100000.0,2.0,1408.0,15.0,23.0,2007.0,71.0,30.0,12.0,Дніпровська,вулиця,Оболонський,29.0
85000.0,1.0,1545.0,6.0,25.0,2007.0,55.0,24.0,13.0,Дніпровська,вулиця,Оболонський,18.0
85000.0,2.0,1328.0,4.0,24.0,2010.0,64.0,30.0,20.0,Дніпровська,вулиця,Оболонський,14.0
210000.0,2.0,2442.0,9.0,23.0,2012.0,86.0,42.0,21.0,Дніпровська,вулиця,Оболонський,23.0
68500.0,1.0,1593.0,11.0,27.0,2010.0,43.0,14.0,16.0,Дніпровська,вулиця,Оболонський,13.0
100000.0,2.0,1408.0,15.0,23.0,2007.0,71.0,30.0,12.0,Дніпровська,вулиця,Оболонський,29.0
100500.0,2.0,1378.0,16.0,26.0,2010.0,68.5,37.0,14.0,Дніпровська,вулиця,Оболонський,17.5
230000.0,3.0,2035.0,12.0,24.0,2007.0,113.0,53.0,15.0,Дніпровська,вулиця,Оболонський,45.0
115000.0,2.0,1420.0,23.0,25.0,2007.0,81.0,41.0,16.0,Дніпровська,вулиця,Оболонський,24.0
80000.0,1.0,1333.0,4.0,24.0,2012.0,60.0,37.0,14.0,Дніпровська,вулиця,Оболонський,9.0
62000.0,1.0,1512.0,2.0,25.0,2010.0,41.0,14.0,14.0,Дніпровська,вулиця,Оболонський,13.0
250000.0,2.0,2874.0,11.0,23.0,2012.0,87.0,56.0,31.0,Дніпровська,вулиця,Оболонський,0.0
108000.0,3.0,1200.0,3.0,24.0,2010.0,90.0,54.0,10.0,Дніпровська,вулиця,Оболонський,26.0
168535.7,3.0,1872.6,4.0,9.0,1966.0,90.0,45.0,10.0,Саксаганського,вулиця,"Голосіївський, Печерський, Шевченківський",35.0
168535.7,3.0,1872.6,4.0,9.0,1966.0,90.0,45.0,10.0,Саксаганського,вулиця,"Голосіївський, Печерський, Шевченківський",35.0
150000.0,3.0,2239.0,3.0,5.0,1917.0,67.0,42.0,14.0,Саксаганського,вулиця,"Голосіївський, Печерський, Шевченківський",11.0
145000.0,2.0,1933.0,4.0,4.0,1899.0,75.0,42.0,10.0,Саксаганського,вулиця,"Голосіївський, Печерський, Шевченківський",23.0
335000.0,1.0,4926.0,22.0,32.0,2016.0,68.0,16.0,35.0,Саксаганського,вулиця,"Голосіївський, Печерський, Шевченківський",17.0
15700000.0,3.0,157000.0,2.0,4.0,1917.0,100.0,76.0,12.0,Саксаганського,вулиця,"Голосіївський, Печерський, Шевченківський",12.0
210000.0,2.0,1736.0,14.0,24.0,2008.0,121.0,60.0,30.0,Саксаганського,вулиця,"Голосіївський, Печерський, Шевченківський",31.0
120000.0,1.0,2500.0,8.0,25.0,2012.0,48.0,18.0,16.0,Ділова,вулиця,"Голосіївський, Печерський",14.0
175000.0,1.0,1725.8,7.0,25.0,2012.0,68.5,37.0,14.0,Ділова,вулиця,"Голосіївський, Печерський",17.5
120000.0,1.0,2500.0,8.0,25.0,2012.0,48.0,18.0,16.0,Ділова,вулиця,"Голосіївський, Печерський",14.0
175000.0,1.0,1725.8,7.0,25.0,2012.0,68.5,37.0,14.0,Ділова,вулиця,"Голосіївський, Печерський",17.5
98000.0,2.0,1633.0,21.0,34.0,2014.0,60.0,41.0,27.0,Ревуцького,вулиця,Дарницький,-8.0
98000.0,2.0,1633.0,21.0,34.0,2014.0,60.0,41.0,27.0,Ревуцького,вулиця,Дарницький,-8.0
52500.0,2.0,721.0,7.0,25.0,2021.0,68.5,30.0,18.0,Ревуцького,вулиця,Дарницький,20.5
88000.0,2.0,989.0,4.0,25.0,2014.0,89.0,60.0,15.0,Ревуцького,вулиця,Дарницький,14.0
98700.0,2.0,1484.0,15.0,25.0,2019.0,68.5,37.0,19.0,Ревуцького,вулиця,Дарницький,12.5
55000.0,1.0,1310.0,6.0,25.0,2019.0,42.0,13.0,9.0,Ревуцького,вулиця,Дарницький,20.0
57000.0,2.0,1056.0,7.0,26.0,2010.0,54.0,28.0,9.0,Ревуцького,вулиця,Дарницький,17.0
65000.0,1.0,2600.0,1.0,3.0,2010.0,25.0,20.0,3.0,Введенська,вулиця,Подільський,2.0
65000.0,1.0,2600.0,1.0,3.0,2010.0,25.0,20.0,3.0,Введенська,вулиця,Подільський,2.0
125000.0,2.0,2778.0,6.0,9.0,1965.0,45.0,37.0,14.0,Виноградний,провулок,Печерський,-6.0
125000.0,2.0,2778.0,6.0,9.0,1965.0,45.0,37.0,14.0,Виноградний,провулок,Печерський,-6.0
48000.0,1.0,849.0,22.0,25.0,2010.0,68.5,40.0,10.0,Кайсарова,вулиця,"Голосіївський,Солом'янський",18.5
48000.0,1.0,849.0,22.0,25.0,2010.0,68.5,40.0,10.0,Кайсарова,вулиця,"Голосіївський,Солом'янський",18.5
37000.0,1.0,925.0,11.0,25.0,2010.0,40.0,37.0,10.0,Кайсарова,вулиця,"Голосіївський,Солом'янський",-7.0
63000.0,3.0,900.0,7.0,10.0,1987.0,70.0,44.0,14.0,Бориспільська,вулиця,Дарницький,12.0
63000.0,3.0,900.0,7.0,10.0,1987.0,70.0,44.0,14.0,Бориспільська,вулиця,Дарницький,12.0
41500.0,1.0,1092.0,4.0,25.0,2010.0,38.0,17.0,10.0,Бориспільська,вулиця,Дарницький,11.0
48000.0,2.0,923.0,7.0,16.0,2010.0,52.0,37.0,14.0,Бориспільська,вулиця,Дарницький,1.0
390000.0,3.0,3000.0,11.0,28.0,2013.0,130.0,48.0,66.0,Болсуновська,вулиця,Печерський,16.0
390000.0,3.0,3000.0,11.0,28.0,2013.0,130.0,48.0,66.0,Болсуновська,вулиця,Печерський,16.0
275000.0,2.0,4435.0,22.0,28.0,2013.0,62.0,30.0,20.0,Болсуновська,вулиця,Печерський,12.0
118000.0,2.0,1311.0,15.0,25.0,1959.0,90.0,41.0,13.0,Науки,проспект,Голосіївський,36.0
55500.0,2.0,911.0,8.0,19.0,1971.0,68.5,28.0,14.0,Науки,проспект,Голосіївський,26.5
159990.0,4.0,1437.0,6.0,10.0,2016.0,68.5,37.0,30.0,Метрологічна,вулиця,Голосіївський,1.5
68900.0,1.0,1531.0,8.0,9.0,2016.0,45.0,25.0,11.0,Метрологічна,вулиця,Голосіївський,9.0
100000.0,2.0,1099.0,8.0,9.0,1970.0,91.0,37.0,14.0,Метрологічна,вулиця,Голосіївський,40.0
45900.0,2.0,1020.0,1.0,5.0,1965.0,45.0,30.0,4.0,Метрологічна,вулиця,Голосіївський,11.0
85000.0,3.0,1417.0,2.0,5.0,1961.0,60.0,44.0,6.0,Дружби Народів,бульвар,Печерський,10.0
95000.0,2.0,1696.0,9.0,9.0,1966.0,56.0,34.0,8.0,Дружби Народів,бульвар,Печерський,14.0
99800.0,3.0,1535.0,6.0,8.0,1962.0,65.0,37.0,14.0,Дружби Народів,бульвар,Печерський,14.0
35000.0,2.0,778.0,1.0,2.0,2010.0,45.0,37.0,14.0,Кримська,вулиця,Голосіївський,-6.0
63000.0,2.0,969.0,4.0,25.0,2010.0,65.0,31.0,13.0,Новопольова,вулиця,Солом'янський,21.0
70000.0,2.0,1006.0,23.0,25.0,2010.0,68.5,37.0,14.0,Новопольова,вулиця,Солом'янський,17.5
57000.0,2.0,919.0,2.0,25.0,2010.0,62.0,45.0,14.0,Новопольова,вулиця,Солом'янський,3.0
130000.0,2.0,1625.0,6.0,25.0,2010.0,80.0,37.0,14.0,Перемоги,площа,Шевченківський,29.0
130000.0,2.0,1625.0,6.0,25.0,2010.0,80.0,37.0,14.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",29.0
130000.0,2.0,1625.0,6.0,25.0,2010.0,80.0,37.0,14.0,Перемоги,вулиця,Святошинський,29.0
130000.0,2.0,1625.0,6.0,25.0,2010.0,80.0,37.0,14.0,Перемоги,площа,Шевченківський,29.0
130000.0,2.0,1625.0,6.0,25.0,2010.0,80.0,37.0,14.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",29.0
130000.0,2.0,1625.0,6.0,25.0,2010.0,80.0,37.0,14.0,Перемоги,вулиця,Святошинський,29.0
135000.0,2.0,2523.0,28.0,34.0,2018.0,68.5,37.0,14.0,Перемоги,площа,Шевченківський,17.5
135000.0,2.0,2523.0,28.0,34.0,2018.0,68.5,37.0,14.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",17.5
135000.0,2.0,2523.0,28.0,34.0,2018.0,68.5,37.0,14.0,Перемоги,вулиця,Святошинський,17.5
90900.0,1.0,1748.0,14.0,36.0,2010.0,52.0,37.0,14.0,Перемоги,площа,Шевченківський,1.0
90900.0,1.0,1748.0,14.0,36.0,2010.0,52.0,37.0,14.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",1.0
90900.0,1.0,1748.0,14.0,36.0,2010.0,52.0,37.0,14.0,Перемоги,вулиця,Святошинський,1.0
91260.0,1.0,1738.0,29.0,36.0,2010.0,68.5,17.0,14.0,Перемоги,площа,Шевченківський,37.5
91260.0,1.0,1738.0,29.0,36.0,2010.0,68.5,17.0,14.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",37.5
91260.0,1.0,1738.0,29.0,36.0,2010.0,68.5,17.0,14.0,Перемоги,вулиця,Святошинський,37.5
86000.0,1.0,1654.0,8.0,36.0,2010.0,52.0,19.0,14.0,Перемоги,площа,Шевченківський,19.0
86000.0,1.0,1654.0,8.0,36.0,2010.0,52.0,19.0,14.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",19.0
86000.0,1.0,1654.0,8.0,36.0,2010.0,52.0,19.0,14.0,Перемоги,вулиця,Святошинський,19.0
95000.0,3.0,1118.0,2.0,15.0,2019.0,85.0,47.0,13.0,Перемоги,площа,Шевченківський,25.0
95000.0,3.0,1118.0,2.0,15.0,2019.0,85.0,47.0,13.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",25.0
95000.0,3.0,1118.0,2.0,15.0,2019.0,85.0,47.0,13.0,Перемоги,вулиця,Святошинський,25.0
52500.0,1.0,1094.0,9.0,22.0,2010.0,48.0,37.0,21.0,Перемоги,площа,Шевченківський,-10.0
52500.0,1.0,1094.0,9.0,22.0,2010.0,48.0,37.0,21.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",-10.0
52500.0,1.0,1094.0,9.0,22.0,2010.0,48.0,37.0,21.0,Перемоги,вулиця,Святошинський,-10.0
302200.0,4.0,2001.0,5.0,22.0,2013.0,151.0,37.0,14.0,Перемоги,площа,Шевченківський,100.0
302200.0,4.0,2001.0,5.0,22.0,2013.0,151.0,37.0,14.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",100.0
302200.0,4.0,2001.0,5.0,22.0,2013.0,151.0,37.0,14.0,Перемоги,вулиця,Святошинський,100.0
113261.0,2.0,1421.0,9.0,36.0,1961.0,68.5,37.0,14.0,Перемоги,площа,Шевченківський,17.5
113261.0,2.0,1421.0,9.0,36.0,1961.0,68.5,37.0,14.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",17.5
113261.0,2.0,1421.0,9.0,36.0,1961.0,68.5,37.0,14.0,Перемоги,вулиця,Святошинський,17.5
80000.0,2.0,1250.0,11.0,16.0,2010.0,64.0,35.0,16.0,Перемоги,площа,Шевченківський,13.0
80000.0,2.0,1250.0,11.0,16.0,2010.0,64.0,35.0,16.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",13.0
80000.0,2.0,1250.0,11.0,16.0,2010.0,64.0,35.0,16.0,Перемоги,вулиця,Святошинський,13.0
101000.0,1.0,1772.0,33.0,36.0,2010.0,57.0,37.0,14.0,Перемоги,площа,Шевченківський,6.0
101000.0,1.0,1772.0,33.0,36.0,2010.0,57.0,37.0,14.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",6.0
101000.0,1.0,1772.0,33.0,36.0,2010.0,57.0,37.0,14.0,Перемоги,вулиця,Святошинський,6.0
320000.0,3.0,3107.0,8.0,24.0,2013.0,103.0,37.0,16.0,Перемоги,площа,Шевченківський,50.0
320000.0,3.0,3107.0,8.0,24.0,2013.0,103.0,37.0,16.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",50.0
320000.0,3.0,3107.0,8.0,24.0,2013.0,103.0,37.0,16.0,Перемоги,вулиця,Святошинський,50.0
43000.0,2.0,782.0,24.0,26.0,2010.0,55.0,37.0,11.0,Перемоги,площа,Шевченківський,7.0
43000.0,2.0,782.0,24.0,26.0,2010.0,55.0,37.0,11.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",7.0
43000.0,2.0,782.0,24.0,26.0,2010.0,55.0,37.0,11.0,Перемоги,вулиця,Святошинський,7.0
91000.0,1.0,1750.0,33.0,35.0,2010.0,52.0,20.0,22.0,Перемоги,площа,Шевченківський,10.0
91000.0,1.0,1750.0,33.0,35.0,2010.0,52.0,20.0,22.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",10.0
91000.0,1.0,1750.0,33.0,35.0,2010.0,52.0,20.0,22.0,Перемоги,вулиця,Святошинський,10.0
89000.0,1.0,2342.0,7.0,15.0,2010.0,38.0,20.0,7.0,Перемоги,площа,Шевченківський,11.0
89000.0,1.0,2342.0,7.0,15.0,2010.0,38.0,20.0,7.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",11.0
89000.0,1.0,2342.0,7.0,15.0,2010.0,38.0,20.0,7.0,Перемоги,вулиця,Святошинський,11.0
46998.0,2.0,1000.0,5.0,5.0,1968.0,47.0,35.0,8.0,Братиславська,вулиця,"Деснянський, Дніпровський",4.0
298000.0,3.0,2249.0,11.0,23.0,2016.0,68.5,37.0,14.0,Трускавецька,вулиця,Дарницький,17.5
250000.0,3.0,2809.0,3.0,23.0,2019.0,89.0,37.0,14.0,Трускавецька,вулиця,Дарницький,38.0
100000.0,1.0,2000.0,3.0,23.0,2016.0,50.0,28.0,20.0,Трускавецька,вулиця,Дарницький,2.0
43100.0,1.0,1390.0,8.0,26.0,2018.0,31.0,16.0,5.0,Каховська,вулиця,Дніпровський,10.0
118000.0,3.0,1494.0,17.0,25.0,2018.0,79.0,36.0,35.0,Каховська,вулиця,Дніпровський,8.0
41000.0,1.0,1323.0,21.0,26.0,2018.0,31.0,12.0,8.0,Каховська,вулиця,Дніпровський,11.0
54100.0,1.0,1339.0,4.0,26.0,2018.0,68.5,37.0,14.0,Каховська,вулиця,Дніпровський,17.5
70500.0,2.0,1203.0,20.0,26.0,2020.0,68.5,28.0,14.0,Каховська,вулиця,Дніпровський,26.5
160000.0,3.0,2000.0,21.0,25.0,2018.0,80.0,37.0,14.0,Каховська,вулиця,Дніпровський,29.0
81000.0,3.0,1012.0,17.0,25.0,2018.0,80.0,60.0,14.0,Каховська,вулиця,Дніпровський,6.0
110000.0,1.0,1930.0,19.0,25.0,2008.0,57.0,37.0,14.0,Голосіївська,площа,Голосіївський,6.0
110000.0,1.0,1930.0,19.0,25.0,2008.0,57.0,37.0,14.0,Голосіївська,вулиця,Голосіївський,6.0
152000.0,2.0,1667.0,24.0,25.0,2008.0,68.5,41.0,14.0,Голосіївська,площа,Голосіївський,13.5
152000.0,2.0,1667.0,24.0,25.0,2008.0,68.5,41.0,14.0,Голосіївська,вулиця,Голосіївський,13.5
50000.0,1.0,1667.0,5.0,5.0,1962.0,30.0,16.0,5.0,Голосіївська,площа,Голосіївський,9.0
50000.0,1.0,1667.0,5.0,5.0,1962.0,30.0,16.0,5.0,Голосіївська,вулиця,Голосіївський,9.0
225000.0,3.0,2022.0,11.0,25.0,2008.0,68.5,37.0,14.0,Голосіївська,площа,Голосіївський,17.5
225000.0,3.0,2022.0,11.0,25.0,2008.0,68.5,37.0,14.0,Голосіївська,вулиця,Голосіївський,17.5
100000.0,1.0,1667.0,13.0,25.0,2008.0,60.0,21.0,17.0,Голосіївська,площа,Голосіївський,22.0
100000.0,1.0,1667.0,13.0,25.0,2008.0,60.0,21.0,17.0,Голосіївська,вулиця,Голосіївський,22.0
110000.0,1.0,1930.0,19.0,25.0,2008.0,57.0,37.0,14.0,Голосіївська,площа,Голосіївський,6.0
110000.0,1.0,1930.0,19.0,25.0,2008.0,57.0,37.0,14.0,Голосіївська,вулиця,Голосіївський,6.0
47000.0,1.0,1146.0,5.0,16.0,1990.0,41.0,10.0,16.0,Тираспольська,вулиця,Подільський,15.0
60000.0,1.0,1277.0,5.0,16.0,2010.0,47.0,22.0,14.0,Тираспольська,вулиця,Подільський,11.0
45000.0,1.0,1214.9,5.0,16.0,1990.0,68.5,37.0,14.0,Тираспольська,вулиця,Подільський,17.5
90000.0,2.0,2195.0,1.0,9.0,2010.0,41.0,28.0,6.0,Лаврська,вулиця,Печерський,7.0
44980.0,1.0,1249.0,19.0,25.0,2017.0,36.0,16.0,14.0,Правди,проспект,Подільський,6.0
67000.0,2.0,971.0,3.0,26.0,2021.0,69.0,25.0,21.0,Правди,проспект,Подільський,23.0
80000.0,1.0,2105.0,11.0,21.0,2017.0,38.0,12.0,15.0,Правди,проспект,Подільський,11.0
80000.0,2.0,1067.0,6.0,26.0,2010.0,75.0,27.0,21.0,Правди,проспект,Подільський,27.0
52500.0,1.0,1117.0,15.0,25.0,2019.0,47.0,15.0,18.0,Правди,проспект,Подільський,14.0
84000.0,3.0,944.0,8.0,26.0,2010.0,89.0,43.0,18.0,Правди,проспект,Подільський,28.0
53000.0,1.0,1104.0,8.0,25.0,2010.0,48.0,14.0,19.0,Правди,проспект,Подільський,15.0
84000.0,2.0,1000.0,19.0,25.0,2010.0,84.0,37.0,23.0,Правди,проспект,Подільський,24.0
50000.0,1.0,1316.0,18.0,24.0,2019.0,38.0,17.0,10.0,Правди,проспект,Подільський,11.0
58000.0,1.0,1286.0,24.0,25.0,2010.0,68.5,37.0,14.0,Правди,проспект,Подільський,17.5
80000.0,1.0,2105.0,11.0,21.0,2017.0,38.0,12.0,15.0,Правди,проспект,Подільський,11.0
65000.0,1.0,1182.0,5.0,18.0,2010.0,55.0,37.0,21.0,Правди,проспект,Подільський,-3.0
115000.0,2.0,1742.0,15.0,25.0,2018.0,66.0,30.0,18.0,Правди,проспект,Подільський,18.0
73860.0,2.0,1319.0,5.0,9.0,2010.0,56.0,30.0,9.0,Йорданська,вулиця,Оболонський,17.0
73860.0,2.0,1319.0,5.0,9.0,2010.0,56.0,30.0,9.0,Йорданська,вулиця,Оболонський,17.0
73860.0,2.0,1319.0,5.0,9.0,2010.0,56.0,30.0,9.0,Йорданська,вулиця,Оболонський,17.0
135000.0,3.0,1588.0,8.0,10.0,2015.0,85.0,49.0,12.0,Регенераторна,вулиця,Дніпровський,24.0
94000.0,1.0,2043.0,1.0,9.0,2010.0,46.0,37.0,14.0,Регенераторна,вулиця,Дніпровський,-5.0
146000.0,3.0,1718.0,1.0,9.0,2015.0,85.0,40.0,17.0,Регенераторна,вулиця,Дніпровський,28.0
120000.0,1.0,2400.0,12.0,23.0,2015.0,50.0,18.0,15.0,Зарічна,вулиця,Дарницький,17.0
104000.0,3.0,1169.0,18.0,26.0,2010.0,89.0,37.0,40.0,Зарічна,вулиця,Дарницький,12.0
185000.0,2.0,2256.0,5.0,21.0,2015.0,82.0,61.0,12.0,Зарічна,вулиця,Дарницький,9.0
185000.0,2.0,2256.0,5.0,21.0,2015.0,82.0,61.0,12.0,Зарічна,вулиця,Дарницький,9.0
130032.0,2.0,1548.0,15.0,25.0,2016.0,84.0,50.0,17.0,Зарічна,вулиця,Дарницький,17.0
150000.0,2.0,2459.0,23.0,25.0,2015.0,61.0,33.0,9.0,Зарічна,вулиця,Дарницький,19.0
140000.0,3.0,1265.0,6.0,9.0,2010.0,68.5,37.0,38.0,Зарічна,вулиця,Дарницький,-6.5
73000.0,1.0,1521.0,20.0,26.0,2018.0,48.0,10.0,23.0,Зарічна,вулиця,Дарницький,15.0
160000.0,3.0,1356.0,11.0,25.0,2015.0,118.0,85.0,33.0,Зарічна,вулиця,Дарницький,0.0
139900.0,4.0,1260.0,6.0,9.0,2010.0,111.0,37.0,14.0,Зарічна,вулиця,Дарницький,60.0
90000.0,4.0,1059.0,4.0,10.0,1994.0,85.0,37.0,14.0,Курнатовського,вулиця,"Дніпровський, Деснянський",34.0
187000.0,3.0,1562.0,2.0,5.0,1934.0,68.5,37.0,14.0,Інститутська,вулиця,Печерський,17.5
1500000.0,5.0,5000.0,8.0,19.0,2010.0,300.0,37.0,14.0,Інститутська,вулиця,Печерський,249.0
43161.0,2.0,732.0,13.0,18.0,2010.0,59.0,30.0,16.0,Старонаводницька,вулиця,Печерський,13.0
140000.0,2.0,1842.0,13.0,18.0,1991.0,76.0,39.0,14.0,Старонаводницька,вулиця,Печерський,23.0
345000.0,4.0,2054.0,10.0,18.0,2005.0,168.0,89.0,13.0,Старонаводницька,вулиця,Печерський,66.0
230000.0,2.0,2771.0,6.0,7.0,1915.0,83.0,45.0,11.0,Заньковецької,вулиця,Печерський,27.0
178000.0,2.0,2373.0,2.0,16.0,2010.0,75.0,37.0,21.0,Кудрявська,вулиця,Шевченківський,17.0
234000.0,3.0,2000.0,7.0,15.0,2010.0,117.0,76.0,12.0,Кудрявська,вулиця,Шевченківський,29.0
52990.0,1.0,1162.0,7.0,22.0,2010.0,68.5,19.0,20.0,Кудрявська,вулиця,Шевченківський,29.5
330000.0,3.0,2357.0,2.0,9.0,2000.0,140.0,37.0,14.0,Кудрявська,вулиця,Шевченківський,89.0
45900.0,2.0,478.0,31.0,34.0,2010.0,96.0,62.0,16.0,Милославська,вулиця,Деснянський,18.0
33000.0,1.0,1000.0,14.0,24.0,2010.0,33.0,16.0,5.0,Милославська,вулиця,Деснянський,12.0
45500.0,1.0,929.0,2.0,9.0,1995.0,49.0,14.0,24.0,Милославська,вулиця,Деснянський,11.0
58000.0,2.0,866.0,15.0,25.0,2009.0,67.0,32.0,12.0,Милославська,вулиця,Деснянський,23.0
47500.0,1.0,1105.0,10.0,18.0,2006.0,43.0,20.0,10.0,Милославська,вулиця,Деснянський,13.0
35000.0,1.0,946.0,8.0,9.0,1992.0,37.0,19.0,7.0,Милославська,вулиця,Деснянський,11.0
145000.0,4.0,1381.0,1.0,9.0,1977.0,105.0,80.0,12.0,Героїв Дніпра,вулиця,Оболонський,13.0
59899.0,2.0,1070.0,8.0,10.0,1995.0,56.0,34.0,8.0,Вишняківська,вулиця,Дарницький,14.0
65500.0,1.0,1770.0,20.0,27.0,2019.0,37.0,14.0,9.0,Вишняківська,вулиця,Дарницький,14.0
65500.0,1.0,1770.0,20.0,27.0,2019.0,37.0,14.0,9.0,Вишняківська,вулиця,Дарницький,14.0
49500.0,1.0,1269.0,19.0,26.0,2010.0,39.0,17.0,11.0,Причальна,вулиця,Дарницький,11.0
93000.0,3.0,1336.0,13.0,14.0,1994.0,68.5,48.0,14.0,Повітрофлотський,проспект,"Шевченківський, Солом'янський",6.5
53000.0,1.0,1152.0,7.0,25.0,2010.0,46.0,37.0,14.0,Повітрофлотський,проспект,"Шевченківський, Солом'янський",-5.0
87500.0,2.0,1306.0,20.0,25.0,2015.0,67.0,37.0,14.0,Драгоманова,вулиця,Дарницький,16.0
220000.0,2.0,2619.0,3.0,8.0,1948.0,84.0,52.0,13.0,Драгоманова,вулиця,Дарницький,19.0
